"MS.Zoning","Overall.Qual","Year.Built","Year.Remod.Add","Exter.Qual","Exter.Cond","Garage.Qual","Garage.Cond","Sale.Type","Sale.Condition","SalePrice"
"RM",3,1955,2005,"TA","Gd","Fa","TA","WD ","Normal",126175
"RM",3,1920,1950,"TA","TA","TA","Fa","WD ","Normal",64000
"RM",6,1910,1950,"TA","Fa","Po","Po","WD ","Normal",137000
"RM",4,1900,1950,"TA","TA","Fa","Fa","WD ","Normal",87000
"RM",7,1914,1970,"TA","TA","TA","TA","WD ","Normal",163000
"RM",7,1910,2005,"TA","TA","Fa","TA","WD ","Normal",155000
"RM",5,1900,1950,"TA","TA","Fa","TA","WD ","Normal",79000
"RM",7,1916,1950,"TA","TA","TA","TA","ConLw","Normal",144000
"RM",6,1910,1993,"TA","TA","TA","Fa","WD ","Normal",114504
"RM",7,1920,1950,"TA","TA","TA","TA","WD ","Normal",157000
"RM",6,1923,1950,"TA","TA","Fa","Fa","WD ","Family",125000
"RM",10,1892,1993,"Gd","Gd","Ex","TA","WD ","Normal",475000
"RM",5,1920,1950,"TA","TA",NA,NA,"WD ","Normal",93500
"RM",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",125000
"C (all)",3,1918,1950,"Fa","Fa",NA,NA,"ConLD","Normal",64500
"RL",4,1941,1950,"TA","TA",NA,NA,"WD ","Abnorml",100000
"RL",6,1939,1950,"TA","TA","TA","TA","WD ","Normal",140200
"RL",6,1924,1996,"TA","TA","Fa","TA","WD ","Normal",202500
"RM",6,1947,1950,"TA","Gd","TA","TA","WD ","Normal",159000
"RM",5,1939,1950,"TA","TA","TA","TA","WD ","Normal",119900
"RM",6,1934,1950,"TA","TA","TA","TA","WD ","Normal",114500
"RM",5,1936,1950,"TA","TA","Fa","TA","WD ","Normal",115000
"RM",3,1930,1950,"Gd","TA","Fa","Po","ConLI","Abnorml",75000
"RM",5,1925,1950,"TA","TA","TA","TA","WD ","Abnorml",88000
"RM",4,1947,1950,"TA","TA",NA,NA,"WD ","Normal",80500
"RM",5,1928,1950,"TA","TA","TA","TA","WD ","Family",149000
"RM",5,1930,1984,"TA","Gd","Fa","TA","WD ","Normal",110000
"RM",6,1925,1980,"TA","Gd","TA","TA","WD ","Normal",110500
"RM",5,1921,1950,"TA","TA","TA","TA","WD ","Normal",89000
"RM",5,1922,1950,"TA","TA","TA","TA","WD ","Normal",113000
"RL",5,1925,1950,"TA","TA","Fa","Fa","WD ","Normal",109000
"RM",6,1962,1962,"TA","TA","TA","TA","WD ","Normal",220000
"RL",4,1970,1970,"TA","TA","TA","TA","WD ","Normal",129000
"RM",6,1910,2003,"TA","Gd","Fa","TA","WD ","Normal",117000
"RM",4,1941,1950,"TA","TA",NA,NA,"WD ","Normal",52500
"RM",4,1924,1950,"TA","TA","Fa","Fa","WD ","Abnorml",107000
"RM",5,1910,2004,"Fa","Gd","TA","TA","WD ","Normal",116500
"RM",5,1919,1950,"TA","TA",NA,NA,"WD ","Abnorml",72000
"RM",6,1937,1950,"TA","TA","TA","TA","WD ","Normal",119500
"RM",5,1938,1995,"TA","TA","TA","TA","WD ","Normal",125500
"RM",3,1922,1950,"TA","TA","TA","Fa","WD ","Normal",91000
"RM",6,1935,1982,"TA","Fa",NA,NA,"WD ","Normal",84500
"RM",6,1930,1950,"TA","TA","TA","TA","ConLI","Family",90000
"RL",5,1951,1951,"TA","Fa","TA","TA","WD ","Normal",137500
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",150000
"RL",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",131000
"RL",5,1958,1958,"TA","TA","TA","TA","WD ","Abnorml",130000
"RL",5,1935,1950,"TA","TA","TA","TA","WD ","Normal",125000
"RL",5,1936,1950,"TA","TA","TA","TA","WD ","Normal",80000
"RL",7,2004,2004,"TA","TA","TA","TA","WD ","Normal",157000
"RL",4,1963,1979,"TA","TA","TA","TA","WD ","Normal",148000
"RL",4,1967,1967,"TA","TA","TA","TA","WD ","Normal",90000
"RL",6,1963,2003,"TA","TA","TA","TA","WD ","Normal",154500
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",153600
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Abnorml",164500
"RL",6,1964,1964,"TA","Gd","TA","TA","WD ","Normal",132000
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Abnorml",142500
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",158000
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",149500
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",165000
"RL",5,1968,1993,"TA","TA","TA","TA","WD ","Normal",180000
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",160500
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",156500
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",157000
"RL",5,1958,1958,"Gd","Gd","TA","TA","WD ","Normal",172500
"RL",5,1957,2000,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1955,1974,"TA","TA","TA","TA","WD ","Abnorml",170000
"RL",5,1924,1950,"TA","TA","Fa","Fa","WD ","Normal",105000
"RL",4,1965,2001,"TA","Gd","TA","TA","WD ","Normal",145000
"RL",5,1956,1987,"TA","TA","TA","TA","WD ","Normal",168000
"RL",7,1967,1967,"TA","TA","TA","TA","WD ","Normal",278000
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",164000
"RL",7,1953,1953,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",5,1971,1972,"TA","TA","TA","TA","WD ","Normal",130000
"RL",5,1974,1974,"TA","TA","TA","TA","WD ","Normal",142500
"RL",7,1980,1981,"Gd","TA","Gd","TA","WD ","Normal",148400
"RL",7,1986,1986,"TA","TA","TA","TA","WD ","Abnorml",190000
"RL",4,1954,1954,"TA","Gd","TA","TA","WD ","Normal",146000
"RL",5,1942,1950,"TA","TA","TA","TA","WD ","Family",128000
"RL",5,1948,2002,"TA","Gd","TA","TA","WD ","Normal",225000
"RL",6,1966,1966,"Gd","Gd","Gd","Gd","WD ","Alloca",274970
"RL",6,1928,1950,"TA","TA","TA","TA","WD ","Normal",235000
"RL",6,1935,1990,"TA","TA","TA","TA","WD ","Normal",415000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",182000
"RL",5,1952,2002,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1955,1999,"TA","TA","TA","TA","WD ","Normal",137000
"RL",6,1954,1972,"TA","TA","TA","TA","WD ","Normal",136900
"RL",6,1953,1953,"TA","TA","Fa","TA","WD ","Normal",149900
"RL",5,1952,1952,"TA","TA","TA","TA","WD ","Normal",123500
"RL",5,1954,1954,"TA","TA",NA,NA,"WD ","Normal",93000
"RL",5,1948,1950,"TA","TA","TA","TA","WD ","Normal",91500
"RL",6,1985,1985,"Gd","TA","TA","TA","WD ","Normal",180000
"RL",6,1989,1989,"Gd","TA","TA","TA","WD ","Abnorml",209000
"RL",8,1993,1994,"Gd","TA","TA","TA","WD ","Normal",215000
"RL",6,1993,1993,"Gd","Gd","TA","TA","WD ","Normal",224500
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",229800
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Abnorml",183600
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",194000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",193879
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",221500
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",204900
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",239799
"RL",6,2006,2006,"Gd","TA","TA","TA","New","Partial",233555
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",260000
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",294900
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",209700
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",181000
"RL",8,1992,1992,"Gd","TA","TA","TA","WD ","Abnorml",220000
"RL",5,1964,1964,"TA","Gd","TA","TA","WD ","Normal",190000
"RL",6,1969,1969,"TA","TA","TA","TA","WD ","Normal",180000
"RL",7,1975,1975,"TA","TA","TA","TA","WD ","Normal",280000
"RL",6,1968,1968,"TA","Fa","TA","TA","COD","Abnorml",158900
"RL",5,1996,1996,"Gd","TA","TA","TA","WD ","Normal",148000
"RL",5,1996,1996,"TA","Gd","TA","TA","WD ","Normal",145000
"RL",6,1995,1995,"Gd","TA","TA","TA","WD ","Normal",187000
"RL",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",193000
"RL",5,1995,1995,"TA","TA","TA","TA","WD ","Normal",156000
"RL",7,2000,2000,"Gd","TA","TA","TA","WD ","Normal",235000
"RL",6,1997,1997,"TA","Gd","TA","TA","WD ","Normal",217000
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",214000
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",196000
"RL",7,1999,2000,"Gd","TA","TA","TA","WD ","Normal",217000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",200000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",192500
"RL",7,2001,2002,"Gd","TA","TA","TA","WD ","Normal",205000
"RL",5,1976,1976,"TA","TA","TA","TA","WD ","Normal",132500
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",157500
"RL",6,1978,1978,"TA","TA","Fa","TA","WD ","Normal",174000
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Normal",128500
"RL",5,1972,1972,"TA","Gd","TA","TA","WD ","Normal",128500
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Abnorml",149900
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",119900
"RH",6,1993,1994,"TA","TA","TA","TA","WD ","Normal",137000
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",255000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",222000
"RL",6,1999,1999,"TA","TA","TA","TA","WD ","Normal",214000
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",220000
"RL",8,2001,2002,"Gd","TA","TA","TA","WD ","Normal",275000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",197000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",230000
"RL",8,1999,1999,"Gd","TA","TA","TA","WD ","Normal",268500
"RL",7,1996,1997,"Gd","TA","TA","TA","WD ","Normal",210900
"RL",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",227000
"RL",7,1995,1996,"Gd","Gd","TA","TA","WD ","Normal",237000
"RL",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",274300
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",216837
"RM",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",133000
"RM",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",155900
"RL",8,2006,2006,"Gd","TA","Gd","TA","New","Partial",233230
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",207000
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",195000
"RL",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",200000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",203160
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",195800
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",212900
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",196500
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",198000
"RL",6,2005,2006,"TA","TA","TA","TA","New","Partial",173900
"RL",6,2005,2006,"Gd","TA","TA","TA","New","Partial",163990
"RL",7,2005,2005,"Gd","TA","TA","TA","New","Partial",164990
"RL",4,1910,2000,"TA","Gd","TA","TA","WD ","Normal",98000
"RL",5,1959,1959,"TA","TA","TA","TA","WD ","Normal",149900
"RL",4,1951,1951,"TA","TA","TA","TA","COD","Normal",102000
"RL",6,1975,1975,"TA","TA",NA,NA,"WD ","AdjLand",127500
"RL",6,1975,1975,"TA","TA",NA,NA,"WD ","AdjLand",127500
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Abnorml",119900
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",196500
"RL",6,2002,2002,"TA","TA",NA,NA,"WD ","Normal",117250
"RL",7,2003,2005,"Gd","TA","TA","TA","ConLD","Normal",229000
"RM",5,2005,2005,"TA","TA","TA","TA","WD ","Normal",145000
"RM",6,2005,2006,"TA","TA","TA","TA","New","Partial",140000
"RM",6,2005,2006,"TA","TA","TA","TA","New","Partial",142500
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",134000
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",130000
"RM",6,2004,2006,"Gd","TA","TA","TA","WD ","Normal",130000
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",137500
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",130000
"RL",4,1948,1950,"TA","Gd","TA","Po","WD ","Normal",97900
"RL",6,1915,1950,"TA","Fa","TA","TA","WD ","AdjLand",92000
"RL",4,1924,1950,"TA","TA","Fa","TA","WD ","AdjLand",107000
"RL",5,1910,1996,"TA","Fa",NA,NA,"WD ","AdjLand",81000
"RL",5,1924,1950,"TA","Gd","TA","TA","WD ","Normal",104900
"RL",5,1955,1990,"TA","TA","TA","TA","WD ","Normal",115000
"RL",4,1954,1968,"TA","TA","TA","TA","WD ","Abnorml",125000
"RL",5,1918,1950,"TA","TA","TA","TA","WD ","Normal",116000
"RL",4,1922,1950,"TA","TA",NA,NA,"COD","Abnorml",83000
"RL",4,1912,1950,"Gd","TA","TA","Gd","WD ","Normal",118500
"RL",2,1922,1955,"TA","TA","Fa","Fa","ConLD","Normal",35000
"RL",4,1910,1993,"TA","TA","TA","Fa","WD ","Normal",121000
"RH",5,1916,1995,"TA","TA",NA,NA,"WD ","Normal",160000
"RL",6,1940,2000,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1938,1950,"TA","TA","Fa","TA","WD ","Normal",137000
"RH",6,1945,1950,"TA","TA","TA","TA","WD ","Abnorml",128000
"RL",7,1926,1997,"TA","TA","TA","TA","WD ","Normal",160000
"RL",5,1914,1950,"TA","TA","Fa","Fa","WD ","Normal",138887
"RL",6,1920,1950,"TA","TA","TA","TA","WD ","Normal",149000
"RL",5,1926,1950,"TA","Fa",NA,NA,"WD ","Normal",102000
"RL",7,1919,1950,"TA","TA","Fa","TA","WD ","Abnorml",167000
"RL",7,1920,1950,"TA","TA","Fa","TA","WD ","Normal",200100
"RL",5,1939,1950,"TA","TA","TA","TA","WD ","Normal",131000
"RL",5,1941,1950,"TA","TA","TA","TA","WD ","Normal",112000
"RL",7,1915,1970,"TA","TA","TA","TA","WD ","Abnorml",140000
"RL",6,1920,1950,"TA","TA","TA","TA","WD ","Normal",195000
"RL",8,1929,1950,"TA","TA","TA","TA","WD ","Normal",230000
"RL",5,1940,1950,"TA","TA","TA","TA","WD ","Normal",194000
"RL",4,1922,1950,"TA","TA","TA","Fa","WD ","Normal",137500
"RL",7,1936,1987,"Gd","TA","Fa","TA","WD ","Normal",250000
"RL",7,1929,1950,"Gd","Gd","TA","TA","WD ","Normal",218000
"RL",6,1932,1950,"TA","TA","TA","TA","WD ","Normal",239000
"RL",7,1932,1990,"TA","TA","TA","TA","WD ","Normal",199500
"RL",6,1930,1959,"TA","TA","Fa","TA","WD ","Normal",210000
"RL",6,1956,2004,"TA","TA","TA","TA","WD ","Abnorml",230000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",217500
"RL",5,1950,1963,"TA","Gd","TA","TA","WD ","Normal",257000
"RL",5,1953,1953,"TA","TA","TA","TA","WD ","Normal",157000
"RL",6,1969,1969,"Gd","Gd","TA","TA","WD ","Normal",223000
"RM",5,1942,1950,"TA","TA","TA","TA","WD ","AdjLand",102000
"RM",6,1926,1950,"TA","TA","TA","TA","WD ","Normal",145400
"RM",4,1925,1950,"TA","TA",NA,NA,"WD ","Normal",72000
"RM",4,1925,1950,"TA","TA","TA","TA","WD ","Normal",85000
"RM",4,1936,1950,"TA","TA","TA","TA","WD ","Abnorml",106500
"RM",6,1957,1957,"TA","TA","TA","TA","WD ","Normal",139000
"C (all)",4,1920,1950,"TA","TA","TA","TA","COD","Normal",108000
"C (all)",3,1945,1950,"TA","TA",NA,NA,"WD ","Abnorml",51689
"C (all)",2,1949,1950,"TA","TA","TA","TA","WD ","Abnorml",35311
"C (all)",5,1951,1951,"Fa","Fa",NA,NA,"WD ","Abnorml",115000
"C (all)",3,1916,1950,"TA","TA",NA,NA,"WD ","Normal",78000
"RM",8,2005,2006,"Gd","TA","TA","TA","New","Partial",375000
"RM",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",300000
"RL",6,1979,1979,"TA","TA","TA","TA","WD ","Normal",242500
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",145000
"RL",8,2001,2001,"Gd","TA","TA","TA","WD ","Normal",209000
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",135000
"RL",6,1975,1975,"TA","TA","TA","TA","WD ","Normal",148000
"RL",7,1988,1989,"TA","TA","TA","TA","WD ","Family",171000
"RL",7,1989,1990,"Gd","TA","TA","TA","WD ","Normal",335000
"RM",7,1986,1986,"Gd","TA","TA","TA","WD ","Normal",230000
"RL",6,1958,1958,"TA","TA","TA","TA","WD ","Alloca",250764
"RL",8,1981,1981,"Gd","TA","TA","TA","WD ","Normal",228000
"RL",6,1987,1987,"TA","TA","TA","TA","WD ","Normal",176000
"RL",7,1990,1990,"TA","TA","Gd","Gd","WD ","Normal",180000
"RL",7,1990,1991,"TA","TA","TA","TA","WD ","Normal",250000
"RL",6,2000,2000,"Gd","TA","TA","TA","WD ","Normal",202000
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",312500
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",320000
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",369900
"RL",9,2005,2006,"Ex","TA","TA","TA","New","Partial",359900
"A (agr)",1,1951,1951,"TA","Fa","Fa","TA","WD ","Normal",81500
"RM",7,1997,1997,"TA","Gd","TA","TA","WD ","Normal",215000
"RM",6,1998,1998,"TA","TA","TA","TA","WD ","Normal",164000
"RM",6,1998,1998,"TA","Gd","TA","TA","WD ","Normal",153500
"RL",5,2006,2006,"TA","TA",NA,NA,"WD ","Abnorml",84500
"RM",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",104500
"RM",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",127000
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",151400
"RL",5,1968,2003,"TA","TA","TA","TA","WD ","Normal",126500
"RL",5,1970,1970,"TA","TA","TA","TA","WD ","Normal",146500
"RM",4,1970,1970,"TA","TA",NA,NA,"WD ","Normal",73000
"RM",4,1972,1972,"TA","TA","TA","Fa","WD ","Normal",79400
"RL",5,1969,1979,"TA","TA","TA","TA","WD ","Normal",140000
"RM",5,1970,1970,"TA","TA",NA,NA,"WD ","Abnorml",92000
"RM",4,1970,1970,"TA","TA","TA","TA","WD ","Abnorml",87550
"RM",4,1970,1970,"TA","TA",NA,NA,"WD ","Normal",79500
"RM",4,1970,1970,"TA","TA",NA,NA,"WD ","Normal",90500
"RM",4,1970,1970,"TA","TA","TA","TA","WD ","Abnorml",71000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",150900
"RL",5,1976,1976,"TA","TA","TA","TA","WD ","Family",188000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",160000
"RL",5,1960,1996,"TA","TA","TA","TA","WD ","Abnorml",131000
"RL",6,1984,1984,"TA","TA","TA","TA","WD ","Normal",142500
"RL",5,1983,1983,"TA","TA","TA","TA","WD ","Normal",131000
"RL",5,1992,1992,"TA","TA",NA,NA,"WD ","Normal",132000
"RL",5,1974,1975,"TA","TA","TA","TA","WD ","Normal",170000
"RL",7,1993,1994,"TA","TA","TA","TA","WD ","Normal",188000
